"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1990778","GO:1990778","protein localization to cell periphery","47/1453","353/18870",0.000162170705449193,0.00951612595945815,0.00776350612238707,"LRP1/ABCA2/TSPAN33/TNF/NKD2/RAB3B/RAB31/OGT/EGFR/RAB29/GRIP1/IFT80/STXBP1/PLS1/PALM/TSPAN5/MAP7/NHERF1/DLG4/STAC3/LIN7A/PDZK1/NETO1/SNAP25/LRRC15/AKAP5/GAS6/LYPLA1/JUP/BSG/ARL3/EPHB2/CNST/SORBS1/TESC/CLSTN1/DLG1/DAG1/EHD3/SLC1A1/EPB41/CD81/AMN/EPB41L2/TMEM59/PREPL/MYADM",47
"GO:0032943","GO:0032943","mononuclear cell proliferation","43/1453","314/18870",0.000162197366755641,0.00951612595945815,0.00776350612238707,"IL20RB/IL18/LYN/IL6/CDKN1A/HLA-DMB/ZP3/SDC4/IMPDH2/TNFRSF1B/FOSL2/TNFRSF9/LIPA/PRDX2/CD22/CEBPB/NFKBIZ/TNFRSF4/HELLS/CD24/LMBR1L/CORO1A/CD70/SPN/HLA-DRB1/FYN/EPHB2/ADA/TNFSF9/PKN1/CCL5/DLG1/FKBP1B/CCDC88B/BTN2A2/P2RX7/HLA-A/CD81/ITCH/TNFRSF21/CD74/PAWR/JAK2",43
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","22/1453","123/18870",0.000163826659847523,0.00951612595945815,0.00776350612238707,"RRAS/CCN1/FBLN2/SDC4/CSPG5/EFEMP2/COL26A1/EPB41L5/NEDD9/DOCK5/CX3CL1/LIMS2/NDNF/JUP/CALR/ITGA5/DAG1/PREX1/UNC13D/JAK2/THY1/MYADM",22
"GO:0050817","GO:0050817","coagulation","34/1453","229/18870",0.000165158056813345,0.00951612595945815,0.00776350612238707,"SERPINE1/PLAT/ENTPD2/LYN/CD9/IL6/SERPINF2/VKORC1/SAA1/TFPI2/F2RL2/ANXA8/AK3/APOE/F2R/ADAMTS13/STXBP1/PRDX2/PLA2G4A/PROCR/DGKA/ADORA2A/SERPINA1/GAS6/EPHB2/MYL9/TYRO3/LMAN1/F2RL1/RAB27A/MERTK/JAK2/PLCG2/FBLN1",34
"GO:0071241","GO:0071241","cellular response to inorganic substance","34/1453","229/18870",0.000165158056813345,0.00951612595945815,0.00776350612238707,"TUBA1A/LGMN/HMOX1/EGFR/SLC25A23/SLC40A1/CACNA1H/JUND/EIF2AK3/ATRX/SERPINF1/DLG4/SYT1/AKR1C3/P2RX4/SYT12/PRKAA2/CPNE7/ATP13A2/UCP2/CALR/ADGRV1/CLIC4/CARF/SLC1A1/ATP7A/SYT8/RASA4/BMP6/DDX11/CLDN1/B2M/PLCG2/RASGRP2",34
"GO:0006919","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","15/1453","68/18870",0.000166598843828049,0.00951612595945815,0.00776350612238707,"ATP2A3/HIP1/NGFR/MAPT/TNF/F2R/EIF2AK3/ROBO1/NLRP1/LAPTM5/CASP8AP2/CASP10/XDH/FAM162A/JAK2",15
"GO:0106027","GO:0106027","neuron projection organization","18/1453","91/18870",0.000171616317687049,0.00970566739236063,0.00791813901407572,"RELN/LGMN/APOE/PLS1/LZTS3/DLG4/TIAM1/NEDD9/MAP1A/SHANK3/FYN/EPHB2/SRCIN1/DIP2A/TANC1/DNM3/INSR/ATP1A3",18
"GO:0051347","GO:0051347","positive regulation of transferase activity","53/1453","414/18870",0.000177116677499592,0.00991853393997716,0.00809180114851078,"TIE1/RELN/FGFR1/IL18/MAPT/TNF/TCIM/CDKN1A/CLU/CCN1/ERBB3/RASSF2/SASH1/AGAP2/EGFR/PRKAG2/CCND2/PDGFRB/APOE/EEF1A2/PINK1/MAPRE3/ADAM17/DLG4/EGR1/NEDD9/TNFRSF10B/CD24/MAP4K2/ROBO1/GAS6/HLA-DRB1/MMD/SRCIN1/IRGM/RFC2/CCL5/GREM1/PNKP/CALM3/ERN1/RFC5/TYRO3/FGFR3/INSR/EPHB4/PIH1D1/SLC8A2/CD74/MERTK/ADAM8/JAK2/SERINC5",53
"GO:0048678","GO:0048678","response to axon injury","17/1453","84/18870",0.000192913219869186,0.0106982554552698,0.008727918491169,"SOD2/LYN/PTPRF/CSPG5/FOLR1/TNC/KCNK2/P2RX4/KREMEN1/FLRT3/FKBP1B/DAG1/SLC1A1/DHFR/JAK2/SARM1/PLCG2",17
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","34/1453","231/18870",0.000195555121636009,0.0107404889883162,0.00876237371945965,"SEMA4D/RELN/IL18/TNF/LYN/IL6/GPRC5A/ERBB3/CADM4/EGFR/ENPP2/ADAM17/GFRA1/DLG4/NEDD9/PTK6/CSF2/FYN/SNX6/PECAM1/SRCIN1/PPP2R5B/CCL5/GREM1/ITGA5/TNFRSF18/FGFR3/CBL/CSPG4/BMP6/CD74/TNK2/JAK2/PLCG2",34
"GO:0051954","GO:0051954","positive regulation of amine transport","11/1453","41/18870",0.000197981216226076,0.0107701781626985,0.00878659492965251,"RAB3B/SLC38A3/GABBR1/STXBP1/SLC7A5/PINK1/SYT1/ABAT/ADORA2A/P2RX7/OXTR",11
"GO:0003018","GO:0003018","vascular process in circulatory system","38/1453","269/18870",0.000201883005522436,0.0108713795949537,0.00886915772277381,"LRP1/ATP2A3/ABCA2/SOD2/TNF/SLC29A4/SERPINF2/ECE1/AKAP12/SLC44A1/SLC38A3/HTR1D/TJP3/ABCC1/NPR1/APOE/F2R/ARHGAP35/SLC7A5/NHERF1/DOCK5/ADORA2A/LOC102724560/SCPEP1/SLC27A1/SLC16A7/SOD3/ITGA1/SLC1A1/SLC16A1/F2RL1/OXTR/ABCB1/INSR/BMP6/SLC8A2/SLC2A4/BDKRB2",38
"GO:0042098","GO:0042098","T cell proliferation","32/1453","213/18870",0.00020364804213236,0.0108713795949537,0.00886915772277381,"IL20RB/IL18/IL6/HLA-DMB/ZP3/SDC4/TNFRSF1B/TNFRSF9/LIPA/PRDX2/CEBPB/TNFRSF4/CD24/LMBR1L/CORO1A/CD70/SPN/HLA-DRB1/FYN/TNFSF9/CCL5/DLG1/FKBP1B/CCDC88B/BTN2A2/P2RX7/HLA-A/CD81/ITCH/TNFRSF21/PAWR/JAK2",32
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","22/1453","125/18870",0.000208401905495929,0.0109960770447039,0.00897088918563029,"CCL20/SERPINE1/PADI2/TNF/DUSP1/LYN/C5AR1/LGMN/S100A14/ADAM17/NEDD9/CXCL10/CORO1A/SPN/GAS6/CALR/CCL5/GREM1/ECM1/AKIRIN1/ADAM8/CD47",22
"GO:0097035","GO:0097035","regulation of membrane lipid distribution","14/1453","62/18870",0.000209834103269035,0.0109960770447039,0.00897088918563029,"ABCA2/ATP8B1/ANO9/ABCC1/ATP8B2/PLSCR4/ABCA3/SLC66A2/P2RX7/KCNN4/ABCB1/TMEM41B/ABCB4/ATP10A",14
"GO:1904350","GO:1904350","regulation of protein catabolic process in the vacuole","6/1453","13/18870",0.000220553272442535,0.0112980911058235,0.00921728020888266,"LRP1/LAPTM4B/MARCHF2/ATP13A2/MGAT3/CD81",6
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","60/1453","489/18870",0.000221281112213348,0.0112980911058235,0.00921728020888266,"SYNGR1/PLAT/HIP1/UNC13A/NGFR/RELN/ASIC1/MAPT/TNF/BAIAP3/NLGN2/LGMN/ARRB2/AKAP12/GABBR1/GRIN3B/CSPG5/TUBB2B/APOE/FBXO2/F2R/CACNG8/STXBP1/PINK1/DLG4/SYT1/SYT12/NETO1/ADORA2A/PDE9A/S1PR2/RASGRF1/SNAP25/GRID1/CX3CL1/GRIA4/AKAP5/GRIN2D/MAP1A/SHANK3/FYN/ACHE/EPHB2/RIMS3/CLSTN1/MAPK8IP2/DAG1/CACNB4/SLC1A1/GRIN1/OXTR/CYFIP1/CHRDL1/NTNG2/SLC8A2/FBXO45/NSMF/JAK2/PREPL/PLK2",60
"GO:0042063","GO:0042063","gliogenesis","45/1453","338/18870",0.000221531198153403,0.0112980911058235,0.00921728020888266,"LRP1/ABCA2/SPINT1/RELN/MAPT/RRAS/TNF/LYN/CD9/IL6/C5AR1/CLU/TUBA1A/ERBB3/HDAC1/GPR37L1/SIRT2/CSPG5/ITGB4/TNFRSF1B/CNTN1/MXRA8/SLC7A5/MYRF/TSPAN2/PRX/TIAM1/WDR47/P2RX4/HAPLN3/ADORA2A/METRN/SYNE2/NTN1/CX3CL1/SH3TC2/NAB1/DAG1/MYB/PHGDH/LIN28A/CSPG4/TNFRSF21/DUSP15/SUN1",45
"GO:0006766","GO:0006766","vitamin metabolic process","20/1453","109/18870",0.000224095808836353,0.0113277456643651,0.00924147317856113,"CYP24A1/AKR1B1/SLC23A2/TNF/ALDH1L2/VKORC1/LGMN/AKR1A1/FOLR1/LIPA/GFI1/PLTP/SLC52A3/AKR1C3/CYP26B1/SLC46A1/DHFR2/AMN/NPC1L1/DHFR",20
"GO:0099173","GO:0099173","postsynapse organization","30/1453","196/18870",0.000228077547470479,0.0114278855364156,0.00932316992291607,"RELN/NLGN2/LGMN/ACTBL2/APOE/LRRC4B/LZTS3/DLG4/TIAM1/NEDD9/SLITRK3/VHL/CNKSR2/GRID1/SHANK3/FYN/POTEF/EPHB2/SRCIN1/FARP1/DLG1/DIP2A/TANC1/NRCAM/DNM3/INSR/STK38L/CHRDL1/NTNG2/FZD9",30
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","60/1453","490/18870",0.000233737323408203,0.0115449788519767,0.00941869773288018,"SYNGR1/PLAT/HIP1/UNC13A/NGFR/RELN/ASIC1/MAPT/TNF/BAIAP3/NLGN2/LGMN/ARRB2/AKAP12/GABBR1/GRIN3B/CSPG5/TUBB2B/APOE/FBXO2/F2R/CACNG8/STXBP1/PINK1/DLG4/SYT1/SYT12/NETO1/ADORA2A/PDE9A/S1PR2/RASGRF1/SNAP25/GRID1/CX3CL1/GRIA4/AKAP5/GRIN2D/MAP1A/SHANK3/FYN/ACHE/EPHB2/RIMS3/CLSTN1/MAPK8IP2/DAG1/CACNB4/SLC1A1/GRIN1/OXTR/CYFIP1/CHRDL1/NTNG2/SLC8A2/FBXO45/NSMF/JAK2/PREPL/PLK2",60
"GO:0003014","GO:0003014","renal system process","22/1453","126/18870",0.000234456853436502,0.0115449788519767,0.00941869773288018,"CLDN4/AKR1B1/GSN/MCAM/SERPINF2/LGMN/SLC25A23/NPR1/F2R/SPX/RHPN2/NHERF1/AKR1C3/NPR3/ADORA2A/GAS6/TBC1D8B/PKN1/TMEM63C/CLCNKA/F2RL1/AMN",22
"GO:0019932","GO:0019932","second-messenger-mediated signaling","42/1453","310/18870",0.000242722050884626,0.0118498149970341,0.00966739108651588,"ADGRB2/CCL20/LAT2/MAPT/TNF/SAMD14/ADGRL1/ERBB3/EGFR/NPR1/PDGFRB/APOE/CXCL8/EIF2AK3/CD22/TMEM38A/TNNI3/P2RX4/LOC102724560/RCAN3/AKAP5/GRIN2D/NDNF/FHL2/ADA/IRGM/KSR1/RUNDC3A/PLCE1/GSTM2/NEUROD1/FKBP1B/GPR3/P2RX7/CALM3/DMD/TRPM8/GRIN1/LMCD1/SLC8A2/PLCG2/NFATC1",42
"GO:0032370","GO:0032370","positive regulation of lipid transport","17/1453","86/18870",0.000259586915076328,0.0125657666009829,0.0102514832564042,"LRP1/ERFE/APOE/ABCA5/PLTP/PLA2G4A/P2RX4/PTGES/ABCA3/PRAP1/ABCG4/MYB/P2RX7/ACSL1/NFKBIA/BMP6/ABCB4",17
"GO:0006936","GO:0006936","muscle contraction","46/1453","351/18870",0.00027231134696615,0.0130709446543752,0.0106636208139686,"PTAFR/CACNA1G/CNN1/TNNC1/GJA1/GSN/GAA/ANKRD2/TNF/ANXA6/GAMT/HTR1D/F2R/CACNA1H/SPX/TMEM38A/TNNI3/STAC3/CRYAB/P2RX4/ABAT/DOCK5/DES/MYH14/GNAO1/JUP/ADA/PLCE1/GSTM2/TMOD1/TMOD2/NR4A1/KCNN2/DLG1/FKBP1B/EHD3/CALM3/DMD/MYL9/OXTR/CACNA1D/CALD1/SNTB1/ATP2A1/SCN1A/BDKRB2",46
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","15/1453","71/18870",0.000276106665249289,0.0131426772658661,0.0107221421671807,"CTSV/LGMN/HLA-DMB/IFI30/HLA-DMA/ULBP1/HLA-DQB1/CTSF/HLA-DRB1/CALR/HLA-A/CD74/MR1/B2M/CTSE",15
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","33/1453","226/18870",0.000279786238917353,0.0132077603032721,0.0107752386227675,"PTAFR/SERPINE1/ANKRD1/TNF/ASS1/LYN/IL6/SASH1/TNFRSF1B/ADAMTS13/CXCL8/SLC7A5/PRDX2/GFI1/GBP2/HDAC5/NFKBIZ/CXCL10/GBP5/CXCL2/LITAF/PLSCR4/CX3CL1/CSF2/EPHB2/IRGM/CDK19/CD14/SCARB1/NFKBIA/BMP6/JAK2/PLCG2",33
"GO:0015849","GO:0015849","organic acid transport","46/1453","352/18870",0.000290454154070612,0.0135910926178734,0.0110879712183631,"CRABP2/PLIN2/GJA1/ATP8B1/SLC23A2/TNF/RBP7/SLC29A4/ERFE/PSAP/SLC38A3/GABBR1/ABCC1/CPT1A/FOLR1/APOE/STXBP1/SLC7A5/SPX/SLC17A5/SLC6A12/PRAF2/NHERF1/PLA2G4A/P2RX4/ABAT/ADORA2A/PTGES/LYPLA1/SLC27A1/SLC46A1/UCP2/SLC16A7/SLC17A7/CACNB4/P2RX7/SLC1A1/SLC16A1/PNPLA8/ACSL1/LRRC8E/ABCB1/LLGL2/ABCB4/SERINC5/BDKRB2",46
"GO:0015914","GO:0015914","phospholipid transport","19/1453","103/18870",0.000296649598549551,0.0135910926178734,0.0110879712183631,"ATP8B1/ANO9/ABCC1/APOE/ATP8B2/PITPNM3/PLTP/PLSCR4/ABCA3/SCARB2/PRAP1/SLC66A2/P2RX7/SCARB1/KCNN4/ABCB1/TMEM41B/ABCB4/ATP10A",19
"GO:0010039","GO:0010039","response to iron ion","9/1453","30/18870",0.000300623998940123,0.0135910926178734,0.0110879712183631,"HMOX1/SLC40A1/ABAT/G6PD/SLC11A2/CYBRD1/ATP7A/BMP6/B2M",9
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","26/1453","163/18870",0.000301386303485064,0.0135910926178734,0.0110879712183631,"NES/SOD2/CLU/LGMN/ERBB3/AGAP2/APOE/F2R/STXBP1/PINK1/CEBPB/AARS1/ADORA2A/CORO1A/POU4F1/CX3CL1/NDNF/SNX6/UCP2/SLC1A1/PYCR1/TYRO3/FZD9/ADAM8/JAK2/BTG2",26
"GO:0045055","GO:0045055","regulated exocytosis","33/1453","227/18870",0.00030372264020336,0.0135910926178734,0.0110879712183631,"PTAFR/LAT2/SYNGR1/UNC13A/PTGDS/LYN/BAIAP3/RAB31/ZP3/CSPG5/RAB11FIP1/STXBP1/SCAMP5/DOC2A/CBARP/SYT1/SYT12/CORO1A/SNAP25/SNPH/SCIN/RIMS3/CACNB4/P2RX7/STEAP2/F2RL1/SYT8/CBL/RAB27A/FBXO45/UNC13D/PREPL/NAPB",33
"GO:0007015","GO:0007015","actin filament organization","57/1453","464/18870",0.000304902266039339,0.0135910926178734,0.0110879712183631,"PLEKHH2/CNN1/ARPIN/HIP1/ESAM/LIMA1/GSN/PDLIM1/SAMD14/ASAP3/SERPINF2/MYO6/ARRB1/SDC4/CYRIA/CCN2/ARHGAP35/RHPN2/PLS1/NEDD9/CORO1A/CX3CL1/EVL/SHANK3/SCIN/MICAL3/ESPNL/CRACD/PPARGC1B/ESPN/KANK3/SORBS1/RHOV/MYO1F/FSCN1/TMOD1/MARCKSL1/RHOB/ARFIP2/SPTBN5/TMOD2/DLG1/WIPF1/NPHS1/FMN2/F2RL1/SPIRE1/CYFIP1/PREX1/CALD1/PAWR/LCP1/JAK2/CYFIP2/TMSB15A/CD47/MYADM",57
"GO:0071216","GO:0071216","cellular response to biotic stimulus","37/1453","265/18870",0.000307130922768365,0.0135910926178734,0.0110879712183631,"PTAFR/SERPINE1/ANKRD1/TNF/ASS1/LYN/IL6/SASH1/TXNIP/TNFRSF1B/ADAMTS13/CXCL8/SLC7A5/PRDX2/EIF2AK3/GFI1/GBP2/HDAC5/NFKBIZ/CXCL10/GBP5/CXCL2/LITAF/CCDC47/PLSCR4/CX3CL1/CSF2/EPHB2/IRGM/CDA/CDK19/CD14/SCARB1/NFKBIA/BMP6/JAK2/PLCG2",37
"GO:0070482","GO:0070482","response to oxygen levels","45/1453","343/18870",0.000308146010692779,0.0135910926178734,0.0110879712183631,"PLAT/COL1A1/SOD2/PDLIM1/TNF/CDKN1A/ACVRL1/HMOX1/SIRT2/LOXL2/FOSL2/SLC7A5/ANGPTL4/PINK1/ADAM17/MALAT1/KCNK2/EGR1/CRYAB/CD24/VHL/ABAT/PLOD2/LOC102724560/NDNF/HILPDA/ARNT/PLOD1/ADA/SLC11A2/PGF/UCP2/SOD3/MYB/SLC1A1/FMN2/ATP7A/OXTR/CBL/CYGB/ZFP36L1/SLC2A4/ADAM8/FAM162A/SCN2A",45
"GO:0034765","GO:0034765","regulation of monoatomic ion transmembrane transport","56/1453","454/18870",0.000309321085490817,0.0135910926178734,0.0110879712183631,"CACNA1G/KCNQ2/RELN/TPCN1/ANO9/LYN/FHL1/TSPAN13/SCN3A/F2R/CACNA1H/CACNG8/KCNH3/NHERF1/TMEM38A/CBARP/STAC3/PDZK1/P2RX4/CXCL10/NETO1/CORO1A/CX3CL1/CLIC3/AKAP5/GRIN2D/G6PD/SHANK3/FYN/EPHB2/GSTM2/JPH1/TESC/CHD7/KCNN2/DLG1/FKBP1B/CLIC4/CACNB4/P2RX7/KCNQ4/CALM3/DMD/CLCNKA/GRIN1/ATP7A/KCNN4/FXYD6/ABCB1/CACNA1D/KCNC3/HCN3/ATP2A1/SCN1A/THY1/SCN2A",56
"GO:1904646","GO:1904646","cellular response to amyloid-beta","11/1453","43/18870",0.000312493158249619,0.0136256558772658,0.0111161688354445,"LRP1/NGFR/GJA1/TNF/ICAM1/LGMN/ABCC1/FYN/SNX6/EPHB2/ATP1A3",11
"GO:0051651","GO:0051651","maintenance of location in cell","34/1453","237/18870",0.000319026654652961,0.0138051534195281,0.0112626076566879,"GSN/GAA/PLCB4/TPCN1/ANXA6/LYN/KDELR3/FTH1/INSIG2/SLC25A23/APOE/F2R/PINK1/CHCHD10/TMEM38A/CXCL10/CORO1A/CX3CL1/SCIN/PLCE1/GSTM2/CALR/JPH1/HK1/CHD7/FKBP1B/P2RX7/CALM3/DMD/ATP2A1/PLCG2/TMSB15A/THY1/SUN1",34
"GO:0061448","GO:0061448","connective tissue development","39/1453","285/18870",0.000324585766513878,0.0139401044987013,0.0113727043004111,"COL5A1/COL1A1/ANXA6/SLC39A14/ACVRL1/EFEMP1/CCN1/SH3PXD2B/BGN/THRA/PDGFRB/CREB3L2/LOXL2/FOSL2/CCN2/IFT80/LIPA/HYAL1/EIF2AK3/MATN3/EGR1/UBB/LOC102724560/WNT10B/COL27A1/SCIN/GREM1/MBOAT2/ECM1/PTH1R/ATP7A/FGFR3/SERPINB7/ADAMTS12/BMP6/BMP8B/OSR2/CHST11/CSGALNACT1",39
"GO:0031099","GO:0031099","regeneration","29/1453","191/18870",0.000330334768481927,0.0140549542820696,0.0114664017777389,"EPPK1/TNF/CD9/IL6/PTPRF/CDKN1A/PTPRU/CSPG5/CPT1A/FOLR1/SLC7A5/TNC/CEBPB/IGF2R/KREMEN1/WNT10B/GAS6/PTGFRN/UCP2/FKBP1B/DAG1/CD81/AKIRIN1/FZD9/CLDN1/DHFR/LCP1/JAK2/THY1",29
"GO:0022604","GO:0022604","regulation of cell morphogenesis","35/1453","247/18870",0.000332895350241387,0.0140549542820696,0.0114664017777389,"CLDN4/ARPIN/UNC13A/SEMA4D/RELN/RNF157/SLC23A2/PALM2AKAP2/GRIP1/ENPP2/ARHGAP35/PALM/CDC42SE1/NHERF1/FBLIM1/DLG4/TIAM1/SYT1/PALM3/MYH14/CORO1A/FYN/EPHB2/FGD2/DLG1/DAG1/PRKDC/ANKRD27/CYFIP1/SYNE3/NTNG2/HPN/SPAG9/SEMA4A/ATP10A",35
"GO:1903829","GO:1903829","positive regulation of protein localization","58/1453","476/18870",0.000334641768620705,0.0140549542820696,0.0114664017777389,"LRP1/NGFR/ANKRD1/MAPT/TNF/BAIAP3/NKD2/NLGN2/SREBF2/F2RL2/EGFR/RAB29/ABLIM3/MARK4/WLS/TNFAIP6/PINK1/PLS1/EIF2AK3/B3GAT3/STAC3/PDZK1/NEDD9/ABAT/PRKAA2/ADORA2A/SNAP25/SYTL4/AKAP5/GAS6/ATP13A2/HLA-DRB1/MAP1A/FYN/JUP/ACHE/EPHB2/PECAM1/CNST/PLA2G6/SORBS1/SAE1/DLG1/CACNB4/P2RX7/EPB41/MGAT3/TM7SF3/CD81/KCNN4/F2RL1/BMP6/EPB41L2/NUP62/GNL3/ADAM8/JAK2/TMEM132A",58
"GO:0036293","GO:0036293","response to decreased oxygen levels","42/1453","315/18870",0.000342159716653316,0.014245546640896,0.0116218920424677,"PLAT/SOD2/PDLIM1/TNF/ACVRL1/HMOX1/SIRT2/LOXL2/FOSL2/ANGPTL4/PINK1/ADAM17/MALAT1/KCNK2/EGR1/CRYAB/CD24/VHL/ABAT/PLOD2/LOC102724560/NDNF/HILPDA/ARNT/PLOD1/ADA/SLC11A2/PGF/UCP2/SOD3/MYB/SLC1A1/FMN2/ATP7A/OXTR/CBL/CYGB/ZFP36L1/SLC2A4/ADAM8/FAM162A/SCN2A",42
"GO:0002690","GO:0002690","positive regulation of leukocyte chemotaxis","18/1453","96/18870",0.000344167618425009,0.014245546640896,0.0116218920424677,"SERPINE1/IL6/C5AR1/LGMN/S100A14/CXCL8/ADAM17/CAMK1D/NEDD9/CXCL10/GAS6/PGF/CALR/CCL5/F2RL1/AKIRIN1/CD74/ZNF580",18
"GO:0071800","GO:0071800","podosome assembly","7/1453","19/18870",0.000348732278469884,0.0142842508975422,0.0116534679941434,"GSN/TNF/SH3PXD2B/DOCK5/CSF2/FSCN1/LCP1",7
"GO:0008544","GO:0008544","epidermis development","49/1453","385/18870",0.000350104188665251,0.0142842508975422,0.0116534679941434,"CLDN4/CRABP2/SPINT1/NGFR/IL18/TNF/CDKN1A/COL7A1/MYO6/INHBA/HDAC1/EGFR/TXNIP/PDZD7/ESRP1/FOSL2/CCN2/PLS1/PPL/GRHL1/NHERF1/NFKBIZ/AKR1C3/KRT7/CYP26B1/SLC44A4/GLI2/LATS2/WNT10B/CSTA/TRIM16/HLA-DRB1/BNC1/PLOD1/UGCG/NAB1/LHX2/CLIC4/SULT2B1/PALLD/GSDME/ATP7A/INSR/SFRP4/HOXB13/ZFP36L1/CLDN1/NCOA3/TGM5",49
"GO:0007272","GO:0007272","ensheathment of neurons","24/1453","147/18870",0.000355834678111958,0.0143135752209542,0.0116773915493079,"ABCA2/GAL3ST1/TNF/CD9/CLU/CLDN11/PLLP/SIRT2/ITGB4/TNFRSF1B/CNTN1/EIF2AK3/MYRF/TSPAN2/PRX/MAL2/SH3TC2/NAB1/DLG1/DAG1/CYFIP1/TNFRSF21/SCN2A/SERINC5",24
"GO:0008366","GO:0008366","axon ensheathment","24/1453","147/18870",0.000355834678111958,0.0143135752209542,0.0116773915493079,"ABCA2/GAL3ST1/TNF/CD9/CLU/CLDN11/PLLP/SIRT2/ITGB4/TNFRSF1B/CNTN1/EIF2AK3/MYRF/TSPAN2/PRX/MAL2/SH3TC2/NAB1/DLG1/DAG1/CYFIP1/TNFRSF21/SCN2A/SERINC5",24
"GO:0046718","GO:0046718","viral entry into host cell","25/1453","156/18870",0.000362741694519578,0.0144893745391317,0.0118208132619667,"GSN/NPC1/TPCN1/ICAM1/EGFR/NECTIN2/ITGAV/TNFRSF4/TRIM22/LRRC15/CTSB/GAS6/HLA-DRB1/SCARB2/BSG/ITGA5/DAG1/SCARB1/CD81/TYRO3/XPR1/ITCH/INSR/CD74/CLDN1",25
"GO:0050806","GO:0050806","positive regulation of synaptic transmission","27/1453","174/18870",0.000367010581192895,0.0145580863873182,0.0118768701969367,"RELN/TNF/BAIAP3/NLGN2/LGMN/ARRB2/APOE/CACNG8/STXBP1/PINK1/DLG4/SYT1/SYT12/ADORA2A/PDE9A/SNAP25/AKAP5/GRIN2D/SHANK3/EPHB2/RIMS3/CLSTN1/SLC1A1/GRIN1/OXTR/SLC8A2/PLK2",27
"GO:0043547","GO:0043547","positive regulation of GTPase activity","34/1453","239/18870",0.000373457564692414,0.0147116524794694,0.0120021534583907,"CCL20/SEMA4D/TBC1D16/ASAP3/AGAP2/RAP1GAP/RGS11/F2R/RGL3/TIAM1/TBC1D4/TBC1D9/TGM2/RALGAPA2/RASGRF1/CX3CL1/SGSM3/TBC1D5/TBC1D8B/EVI5L/RASGEF1B/CCL5/RGS10/RGS9/RALGDS/TBC1D30/F2RL1/RGL1/PREX1/AGAP3/TBC1D8/THY1/DOCK6/RASGRP2",34
"GO:0071677","GO:0071677","positive regulation of mononuclear cell migration","15/1453","73/18870",0.000379546196080104,0.014849095013764,0.0121142826968033,"CCL20/SERPINE1/TNF/LGMN/S100A14/ADAM17/NEDD9/CXCL10/CORO1A/SPN/GAS6/CALR/CCL5/ADAM8/CD47",15
"GO:0008202","GO:0008202","steroid metabolic process","43/1453","327/18870",0.000394554945878953,0.0152140907804609,0.0124120558538074,"CYP24A1/AKR1B1/ABCA2/LIMA1/NPC1/ATP8B1/TNF/LGMN/SREBF2/SERPINA6/PRKAG2/INSIG2/APOE/DHRS2/CACNA1H/ABCA5/LIPA/HMGCS1/GFI1/EGR1/AKR1C3/CYP26B1/PRKAA2/LIPC/H6PD/SRD5A1/SULT1A1/G6PD/SULT4A1/MSMO1/ABCG4/FAXDC2/CYP51A1/APOBR/SULT2B1/FDFT1/OSBPL6/AKR1B15/SCARB1/SULT1A3/BMP6/NPC1L1/HSD17B14",43
"GO:0006096","GO:0006096","glycolytic process","17/1453","89/18870",0.000396844471730102,0.0152140907804609,0.0124120558538074,"OGDHL/HKDC1/MLXIPL/OGT/IER3/PRKAG2/NUPR1/FOXK2/LIPA/PRKAA2/DHTKD1/ARNT/UCP2/HK1/P2RX7/BPGM/INSR",17
"GO:0007097","GO:0007097","nuclear migration","8/1453","25/18870",0.000399529694865046,0.0152140907804609,0.0124120558538074,"TMEM201/CLMN/NHERF1/SYNE2/NTN1/SYNE3/LMNB2/SUN1",8
"GO:0060586","GO:0060586","multicellular organismal-level iron ion homeostasis","8/1453","25/18870",0.000399529694865046,0.0152140907804609,0.0124120558538074,"SOD2/HMOX1/SLC40A1/EIF2AK1/SLC11A2/CYBRD1/BMP6/B2M",8
"GO:0030595","GO:0030595","leukocyte chemotaxis","34/1453","240/18870",0.000403649103786273,0.0152691634491867,0.0124569855870466,"CCL20/SERPINE1/PADI2/DUSP1/LYN/IL6/C5AR1/LGMN/SAA1/S100A14/CXCL8/TNFAIP6/ADAM17/CAMK1D/NEDD9/CXCL10/CXCL2/CORO1A/CX3CL1/GAS6/BSG/PGF/CALR/CCL5/GREM1/ITGA1/MTUS1/F2RL1/PREX1/AKIRIN1/C5/CD74/ADAM8/ZNF580",34
