"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006399","GO:0006399","tRNA metabolic process","46/1840","197/18870",1.51393761674966e-08,1.28845266564891e-06,1.13171062355752e-06,"GTF3C6/KARS1/TYW3/POP1/DUS3L/THADA/NAT10/EXOSC10/ELAC2/TRMT1/THG1L/WDR6/POP4/PRORP/TRMT2B/POLR2F/RPP21/PNPT1/RTCB/RPP30/WDR4/POLR3E/EXOSC3/HARS1/WARS2/AKT1/TRMT61A/LSM6/TRMU/TRUB2/WARS1/QTRT1/URM1/QTRT2/LARS2/HSD17B10/DUS1L/RPUSD4/DDX1/GATB/GTF3C3/METTL1/PUS1/EARS2/FAM98A/YARS2",46
"GO:0051607","GO:0051607","defense response to virus","66/1840","334/18870",1.85413928483433e-08,1.55443288998723e-06,1.36533398711995e-06,"PHB1/GBP1/GBP3/MX1/CD40/OAS2/OAS1/IFIH1/RSAD2/DTX3L/DDX56/IFIT3/MAVS/PPM1B/NPLOC4/ARMC5/MYD88/ATAD3A/CHMP3/EIF2AK4/MX2/PML/HSP90AA1/CNOT7/PARP9/TRIM21/MLKL/DHX16/MICB/POLR3E/TRIM8/TRIM28/TARBP2/IRF9/PQBP1/IRF7/CARD8/HSPA8/IFIT2/IFI16/ZMYND11/TRIM41/GPAM/IFIT1/ZCCHC3/TSPAN6/TRAF6/CARD9/UFD1/OAS3/AIMP1/ADAR/TRIM27/DDX21/PLSCR1/PHB2/DDX1/DDIT4/TRIM38/MUL1/UBQLN1/RNASEL/TRIM13/TRIM44/IFI6/ABCF3",66
"GO:0006606","GO:0006606","protein import into nucleus","40/1840","161/18870",2.08026042350177e-08,1.70435722965488e-06,1.49701982429138e-06,"PRICKLE1/RAN/MDFIC/EIF4ENIF1/IPO4/MAVS/KPNA4/KPNA2/LMNA/KPNB1/TNPO1/PML/HSP90AA1/NUP88/NOTCH1/BAG3/IPO11/SNUPN/CRY2/NUP214/ZPR1/NUP188/POM121/NUP107/TRIM28/RBM22/AKT1/FERMT1/PIK3R1/FLNA/DMAP1/TNPO3/PHB2/CSE1L/IPO5/NUP93/LRRK2/IPO8/POM121C/SEC13",40
"GO:0140546","GO:0140546","defense response to symbiont","66/1840","335/18870",2.09365584557926e-08,1.70435722965488e-06,1.49701982429138e-06,"PHB1/GBP1/GBP3/MX1/CD40/OAS2/OAS1/IFIH1/RSAD2/DTX3L/DDX56/IFIT3/MAVS/PPM1B/NPLOC4/ARMC5/MYD88/ATAD3A/CHMP3/EIF2AK4/MX2/PML/HSP90AA1/CNOT7/PARP9/TRIM21/MLKL/DHX16/MICB/POLR3E/TRIM8/TRIM28/TARBP2/IRF9/PQBP1/IRF7/CARD8/HSPA8/IFIT2/IFI16/ZMYND11/TRIM41/GPAM/IFIT1/ZCCHC3/TSPAN6/TRAF6/CARD9/UFD1/OAS3/AIMP1/ADAR/TRIM27/DDX21/PLSCR1/PHB2/DDX1/DDIT4/TRIM38/MUL1/UBQLN1/RNASEL/TRIM13/TRIM44/IFI6/ABCF3",66
"GO:0019079","GO:0019079","viral genome replication","35/1840","131/18870",2.17699876169066e-08,1.7468860063452e-06,1.53437491669836e-06,"VCP/PHB1/MX1/OAS2/BANF1/OAS1/HMGA2/IFIH1/RSAD2/DDX56/LAMTOR5/MAVS/EIF2AK4/NOTCH1/CNOT7/CTBP1/PPIA/TRIM28/TARBP2/SMARCB1/LARP1/PPIH/HSPA8/PCBP1/IFI16/IFIT1/OAS3/ADAR/PLSCR1/CCNK/TRIM38/NUCKS1/RNASEL/HTATSF1/VAPB",35
"GO:0007080","GO:0007080","mitotic metaphase chromosome alignment","21/1840","57/18870",3.53195579045521e-08,2.7942247429559e-06,2.45430345290787e-06,"CCNB1/CDCA8/KIF22/KAT5/MAD1L1/PSRC1/CHMP3/KPNB1/CHMP6/NUDC/MAPRE1/KIF14/INCENP/BIRC5/KIF2C/ZW10/CHMP4B/NDC80/RRS1/CHMP4C/SEH1L",21
"GO:0000281","GO:0000281","mitotic cytokinesis","27/1840","88/18870",3.83242169199991e-08,2.98982120055049e-06,2.62610533193035e-06,"EXOC7/CDCA8/KIF20A/PLK1/KIF4A/LZTS2/CHMP3/CHMP6/KIF23/RHOC/CFL1/EXOC3/RACGAP1/INCENP/RASA1/PDCD6IP/BIRC5/CIT/POLDIP2/ZFYVE26/ESPL1/CHMP4B/SON/STMN1/ARF1/CHMP4C/CENPA",27
"GO:2001251","GO:2001251","negative regulation of chromosome organization","28/1840","94/18870",4.40650913287303e-08,3.38667598998417e-06,2.97468218941668e-06,"CCNB1/CDC20/CDCA8/PLK1/BUB1/TERF1/HNRNPA1/PIF1/MAD1L1/NAT10/EXOSC10/NBN/HNRNPC/INCENP/DYNC1LI1/IK/BIRC5/RTEL1/GNL3L/ZW10/ESPL1/CENPF/SUB1/NDC80/BUB3/TEN1/SPC25/GEN1",28
"GO:0010639","GO:0010639","negative regulation of organelle organization","69/1840","363/18870",4.4617059508426e-08,3.38667598998417e-06,2.97468218941668e-06,"CCNB1/CDC20/FLII/CDCA8/PLK1/BUB1/PFN1/GHITM/TERF1/HNRNPA1/MET/PIF1/CORO1B/MAD1L1/TCHP/NAT10/MTOR/LMNA/EXOSC10/TESK1/YAP1/NBN/CIB1/PHF23/HNRNPC/MAPRE1/WASHC2C/DYRK1A/AURKAIP1/TPX2/INCENP/DYNC1LI1/PSMD10/IK/BIRC5/SLC25A5/CCNF/RTEL1/GNL3L/AKT1/PIK3R1/VAT1/ZW10/ESPL1/KANK1/CENPF/ATXN7/STMN1/SUB1/CEP97/ARFGEF1/NDC80/BUB3/CAPZA1/CDK10/PFN2/PRELID1/OPA1/TEN1/SPC25/PPIF/MUL1/NUBP1/ADD1/LRRK2/SHANK1/HSPA1A/TMSB10/GEN1",69
"GO:2000278","GO:2000278","regulation of DNA biosynthetic process","32/1840","117/18870",4.73805294922154e-08,3.54848578877032e-06,3.11680760322826e-06,"JADE2/HSP90AB1/TERF1/HNRNPA1/CCNA2/HNRNPA2B1/CCT3/PIF1/PARP4/NAT10/EXOSC10/CHTF8/HSP90AA1/SMG5/CCT5/HNRNPD/CYP1B1/HNRNPC/ING5/NIBAN2/DNAJC2/CCT6A/GFER/NEK2/XRCC5/GNL3L/CCT7/DKC1/TEN1/PARP3/CTNNB1/CCT2",32
"GO:0006302","GO:0006302","double-strand break repair","61/1840","307/18870",5.16841144500033e-08,3.81986409033774e-06,3.35517236048705e-06,"VCP/BRD8/BABAM1/FOXM1/PSMD14/SMARCD1/HMGA2/DTX3L/KAT5/HMGB1/MCM9/OTUB1/HMGB2/FUS/NBN/CIB1/PML/PARP9/KDM2A/AP5S1/EPC2/XRCC6/CYREN/ARID1A/PRPF19/ARID2/ACTR8/ZCWPW1/FANCD2/SMARCB1/ACTB/XRCC5/RTEL1/EPC1/WRN/AP5Z1/PIAS4/TFIP11/RUVBL2/NHEJ1/ZFYVE26/ZMYND8/POLQ/PBRM1/RUVBL1/PPP4R3B/DMAP1/DDX1/INO80/NUCKS1/NIPBL/BCL7B/PARP3/OGG1/SMARCAD1/TDP1/PPP4R2/DPF2/SFPQ/ARID1B/GEN1",61
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","19/1840","49/18870",6.03745717974953e-08,4.40420739982508e-06,3.86842950122844e-06,"CCNB1/CDCA8/SPAG5/PMF1/RCC2/KAT5/MAD1L1/MAPRE1/KNSTRN/RACGAP1/INCENP/NEK2/BIRC5/KIF2C/ZW10/NDC80/BUB3/SPC25/SEH1L",19
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","81/1840","456/18870",6.94718105637219e-08,5.00286102482597e-06,4.39425608788346e-06,"ATF5/CCNB1/AURKA/CDC20/MEPCE/CDCA8/PLK1/BUB1/BABAM1/PRMT2/CDC25B/UBE2C/SMARCD1/MACROH2A1/DTX3L/FAM83D/RCC2/ANAPC7/MAD1L1/CUL4A/GTSE1/CCNQ/EIF2AK4/RPTOR/NBN/PML/PARP9/DBF4/DLGAP5/ARID1A/PRPF19/ARID2/ADAMTS1/DBF4B/CCNG1/KIF14/AVEN/PSME2/INCENP/EIF4G1/DYNC1LI1/METTL13/FANCD2/PPP2CA/IK/SMARCB1/BIRC5/ACTB/AKT1/USP47/ACVR1/ID2/TPRA1/CCAR2/TRIM39/ZW10/ESPL1/CENPF/MBLAC1/DDRGK1/PBRM1/ZFP36L2/NDC80/BUB3/CDK10/PHB2/SPC25/CHMP4C/INO80/PLRG1/TELO2/NACC2/ZNF830/CTDSP1/BCL7B/FBXO7/DPF2/MIIP/ARID1B/NEK11/GEN1",81
"GO:1903050","GO:1903050","regulation of proteolysis involved in protein catabolic process","50/1840","235/18870",8.9740676814171e-08,6.380675717281e-06,5.60445772455722e-06,"USP5/CAV1/VCP/AURKA/CDC20/PSMC1/PLK1/HSP90AB1/PSMC6/PRICKLE1/PSMC4/TGFB1I1/PSMD14/PSMC5/PSMC3/ZFAND2A/HFE/HIPK2/RBX1/HSPBP1/BCAP31/PSMC2/PML/PDCL3/KEAP1/PBK/PSME2/TLK2/PSMD10/BAG2/AKT1/USP14/PSMF1/COMMD1/CCAR2/TRIM39/DDRGK1/NUDT15/ARAF/CSNK1D/SMURF1/UBQLN1/TAF9/UBQLN2/PSME3IP1/PHF20L1/LRRK2/HECTD1/CCDC22/HSPA1A",50
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","67/1840","355/18870",9.24622049742952e-08,6.4920025667577e-06,5.7022415094016e-06,"CCNB1/AURKA/CDC20/MEPCE/CDCA8/PLK1/BUB1/BABAM1/PRMT2/CDC25B/UBE2C/SMARCD1/RCC2/ANAPC7/MAD1L1/CUL4A/GTSE1/RPTOR/NBN/PML/DLGAP5/ARID1A/ARID2/ADAMTS1/DBF4B/CCNG1/KIF14/AVEN/PSME2/INCENP/EIF4G1/DYNC1LI1/PPP2CA/IK/SMARCB1/BIRC5/ACTB/AKT1/USP47/ACVR1/ID2/TPRA1/TRIM39/ZW10/ESPL1/CENPF/MBLAC1/PBRM1/ZFP36L2/NDC80/BUB3/CDK10/PHB2/SPC25/CHMP4C/INO80/PLRG1/NACC2/ZNF830/CTDSP1/BCL7B/FBXO7/DPF2/MIIP/ARID1B/NEK11/GEN1",67
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","44/1840","196/18870",1.05047864468887e-07,7.25269220277153e-06,6.37039220306591e-06,"USP5/CAV1/VCP/AURKA/CDC20/PSMC1/PLK1/HSP90AB1/PSMC6/PRICKLE1/PSMC4/PSMD14/PSMC5/PSMC3/ZFAND2A/HFE/RBX1/HSPBP1/BCAP31/PSMC2/KEAP1/PBK/PSME2/TLK2/PSMD10/BAG2/AKT1/USP14/PSMF1/COMMD1/CCAR2/TRIM39/DDRGK1/NUDT15/ARAF/CSNK1D/UBQLN1/TAF9/UBQLN2/PSME3IP1/PHF20L1/LRRK2/HECTD1/HSPA1A",44
"GO:2001252","GO:2001252","positive regulation of chromosome organization","30/1840","109/18870",1.05878718288635e-07,7.25269220277153e-06,6.37039220306591e-06,"BUB1/TERF1/HNRNPA1/HNRNPA2B1/MACROH2A1/CCT3/MCRS1/KAT5/NBN/PML/CCT5/HNRNPD/CCT6A/ACTR8/TRIM28/NEK2/XRCC5/RTEL1/NCAPG2/RUVBL2/CCT7/DKC1/RUVBL1/INO80E/INO80/INO80D/INO80B/TFPT/CTNNB1/CCT2",30
"GO:0006260","GO:0006260","DNA replication","56/1840","278/18870",1.11583018873994e-07,7.55134719295448e-06,6.63271540218653e-06,"JADE2/TERF1/ZBTB38/CCNA2/ALYREF/POLE4/S100A11/PPP2R1A/MCRS1/TOP1/PIF1/POLE3/SSBP1/MCM9/UPF1/CHTF8/PTMS/NBN/REPIN1/GRWD1/POLG/DBF4/ING5/CENPX/DBF4B/DNAJC2/BCAR3/SET/ZPR1/ACTR8/PPP2CA/RTF2/RTEL1/WRN/WIZ/RUVBL2/CINP/CHRAC1/MAP2K4/SSRP1/POLQ/RUVBL1/INO80E/ATF1/ORC2/INO80/NUCKS1/BRPF3/INO80D/TWNK/INO80B/ZNF830/TFPT/TRAIP/WDR18/GEN1",56
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","82/1840","470/18870",1.28263894248424e-07,8.57688445230233e-06,7.53349464088172e-06,"CCNB1/AURKA/CDC20/MEPCE/CDCA8/PLK1/BUB1/BABAM1/PRMT2/FOXM1/CKS1B/CDC25B/UBE2C/CCNA2/SMARCD1/RCC2/ANAPC1/CUL1/ANAPC7/MAD1L1/CUL4A/GTSE1/RPTOR/NBN/PML/CCNB2/UBE2A/DBF4/DLGAP5/ARID1A/KHDRBS1/ARID2/ADAMTS1/DBF4B/CCNG1/KIF14/AVEN/PSME2/ZPR1/INCENP/EIF4G1/DYNC1LI1/PPP2CA/IK/SMARCB1/BIRC5/CCNF/ACTB/KDM8/AKT1/ANAPC2/USP47/ACVR1/ID2/TPRA1/TRIM39/ZW10/ESPL1/CENPF/MBLAC1/TACC3/CHMP4B/PBRM1/ZFP36L2/NDC80/BUB3/CDK10/PHB2/SPC25/CHMP4C/INO80/PLRG1/NACC2/ZNF830/CTDSP1/BCL7B/FBXO7/DPF2/MIIP/ARID1B/NEK11/GEN1",82
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","33/1840","128/18870",1.37358152700704e-07,9.0769499261159e-06,7.97272646078263e-06,"RBM8A/MRTO4/EIF4ENIF1/DCPS/PAIP1/UPF1/IGF2BP1/EXOSC10/CSDE1/SMG5/CNOT7/HNRNPD/SMG9/CAPRIN1/MAGOH/PYM1/EXOSC3/YBX1/CNOT4/SYNCRIP/PAN3/HNRNPAB/MAGOHB/ZFP36L2/SMG8/CNOT6L/LSM7/NBAS/RC3H1/UPF3A/CNOT1/POLR2G/CNOT2",33
"GO:0000966","GO:0000966","RNA 5'-end processing","12/1840","22/18870",1.81591556233064e-07,1.18604624576875e-05,1.04176208575811e-05,"UTP20/POP1/THG1L/POP4/PRORP/RPP21/PNPT1/RPP30/TBL3/NOP9/HSD17B10/ABT1",12
"GO:0051306","GO:0051306","mitotic sister chromatid separation","21/1840","62/18870",1.88829209136465e-07,1.21914214680405e-05,1.07083182483075e-05,"CCNB1/CDC20/CDCA8/PLK1/BUB1/UBE2C/PPP2R1A/ANAPC7/MAD1L1/DLGAP5/INCENP/DYNC1LI1/IK/BIRC5/ZW10/ESPL1/CENPF/NDC80/BUB3/SPC25/GEN1",21
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","32/1840","124/18870",2.06437583293993e-07,1.31768171063904e-05,1.15738391495089e-05,"TOMM6/PITRM1/HK2/UBE2L3/DNLZ/NMT1/LEPROT/HSPD1/TOMM22/MAIP1/BCAP31/TOMM40/HSP90AA1/DNAJA1/TIMM50/TIMM21/TOMM34/FIS1/BAP1/SH3GLB1/TIMM8B/AKT1/SAMM50/TIMM13/MFN2/TIMM22/MTX1/TIMM44/PDCD5/TIMM23/LRRK2/FBXO7",32
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","29/1840","107/18870",2.4622168287563e-07,1.54246507654933e-05,1.35482207467682e-05,"RBM3/RBM8A/HNRNPA1/HNRNPA2B1/WDR77/NCL/HNRNPL/RBM42/PTBP1/U2AF2/RBM5/PUF60/PRPF19/KHDRBS1/SRSF3/SF3B4/DYRK1A/MAGOH/PRDX6/SRSF6/PRMT5/HSPA8/SON/RBM15/SFSWAP/RBFOX2/CIRBP/LARP7/RBM39",29
"GO:0070585","GO:0070585","protein localization to mitochondrion","33/1840","131/18870",2.47145908651308e-07,1.54246507654933e-05,1.35482207467682e-05,"TOMM6/PITRM1/MAVS/HK2/UBE2L3/DNLZ/NMT1/LEPROT/HSPD1/TOMM22/MAIP1/BCAP31/TOMM40/HSP90AA1/DNAJA1/TIMM50/TIMM21/TOMM34/FIS1/BAP1/SH3GLB1/TIMM8B/AKT1/SAMM50/TIMM13/MFN2/TIMM22/MTX1/TIMM44/PDCD5/TIMM23/LRRK2/FBXO7",33
"GO:0034250","GO:0034250","positive regulation of amide metabolic process","39/1840","169/18870",2.56186734058965e-07,1.58131965407605e-05,1.38894993931101e-05,"RBM3/EIF4G2/PKM/EIF5A/RCC1L/EIF6/PAIP1/VIM/FASTKD2/NAT10/MTOR/IGF2BP1/EIF2AK4/CSDE1/HNRNPD/CYP1B1/EIF5A2/KHDRBS1/PRMT1/PYM1/EIF4G1/MPV17L2/YBX1/LARP1/JMJD4/SYNCRIP/POLDIP3/USP16/EIF2B5/PPP1R15A/TRUB2/METTL3/RPUSD4/CDC123/UPF3A/POLR2G/YTHDF3/CIRBP/ERBB2",39
"GO:0006457","GO:0006457","protein folding","47/1840","223/18870",2.9010830851785e-07,1.77123735754866e-05,1.55576389247501e-05,"HSP90AB1/MPDU1/CCT3/HSPE1/DNLZ/NGLY1/HSPBP1/DNAJB12/WDR83OS/HSPD1/VBP1/HSPH1/HSP90AA1/CCT5/PDCL3/BAG3/DNAJA1/AHSA1/NUDC/PPIA/DNAJC2/TXNDC5/PEX19/CCT6A/BAG2/PPIH/HSPA8/RUVBL2/CCT7/PDRG1/TBCB/PFDN6/FKBP2/ATF6/PPIF/PPIL1/PFDN5/TBCA/QSOX2/DNAJC7/KHSRP/PDCD5/HSPA1A/TTC1/NFYC/MESD/CCT2",47
"GO:0019827","GO:0019827","stem cell population maintenance","41/1840","183/18870",2.98811140791708e-07,1.80475502992153e-05,1.58520409382087e-05,"PHF19/EIF4ENIF1/SMARCD1/HMGA2/SS18/CUL4A/TEAD4/IGF2BP1/YAP1/NOTCH1/TAF6L/BCL9L/KDM2B/KDM3A/ARID1A/ASPM/HNF1B/TRIM8/FANCD2/ZHX2/SMARCB1/ACTB/MMP24/SAP130/LDB1/DDX6/ZFP36L2/METTL3/TAF5L/ZC3H13/BRD9/MED6/JAG1/NIPBL/CNOT1/BCL7B/CNOT2/SAP30L/DPF2/CTNNB1/BRMS1",41
"GO:0007004","GO:0007004","telomere maintenance via telomerase","22/1840","69/18870",3.24805816868849e-07,1.9408875248429e-05,1.70477588316271e-05,"HSP90AB1/TERF1/HNRNPA1/CCT3/PIF1/NAT10/EXOSC10/NHP2/HSP90AA1/SMG5/CCT5/HNRNPC/CCT6A/NEK2/XRCC5/GNL3L/CCT7/DKC1/TEN1/TELO2/CTNNB1/CCT2",22
"GO:0034655","GO:0034655","nucleobase-containing compound catabolic process","84/1840","496/18870",3.35801027888763e-07,1.98546776173809e-05,1.743932872814e-05,"VCP/PKP3/PLEKHN1/RBM8A/MRTO4/PABPC4/POP1/OAS2/EIF4ENIF1/DCPS/ENTPD6/RNH1/PAIP1/VIM/MYD88/FASTKD2/UPF1/IGF2BP1/EXOSC10/FUS/ELAC2/UPP1/CSDE1/SMG5/CNOT7/AGO4/NT5E/HNRNPD/HNRNPC/SMG9/CAPRIN1/HINT1/PNPT1/MTREX/MGAT1/MAGOH/LSM5/PYM1/ZPR1/EXOSC3/YBX1/ZHX2/LARP1/AKT1/CNOT4/IREB2/SYNCRIP/LSM6/PAN3/SLFN12/HNRNPAB/MAGOHB/RNASET2/DKC1/TBRG4/ZFP36L2/NUDT15/METTL3/FASTKD5/ANGEL2/SMG8/NUDT16/PPP1R8/NRDE2/CNOT6L/METTL1/LSM7/NT5C/RNASEL/NBAS/ZC3H14/KHSRP/NMNAT1/RC3H1/ALKBH5/UPF3A/CNOT1/POLR2G/CNOT2/HSPA1A/AMPD3/YTHDF3/OGG1/CIRBP",84
"GO:0051225","GO:0051225","spindle assembly","33/1840","133/18870",3.60975993624132e-07,2.10030616668715e-05,1.84480102756906e-05,"AURKA/CDC20/CDCA8/PLK1/PRICKLE1/SPAG5/KIF4A/TUBB/LZTS2/CHMP3/KPNB1/CHMP6/CCNB2/KIF23/MAPRE1/ASPM/STAG1/TPX2/RACGAP1/INCENP/NEK2/BIRC5/POLDIP2/TUBGCP6/AAAS/FLNA/CHMP4B/CEP97/NDC80/CSNK1D/CHMP4C/INO80/HSPA1A",33
"GO:0010965","GO:0010965","regulation of mitotic sister chromatid separation","20/1840","59/18870",3.62701972883484e-07,2.10030616668715e-05,1.84480102756906e-05,"CCNB1/CDC20/CDCA8/PLK1/BUB1/UBE2C/ANAPC7/MAD1L1/DLGAP5/INCENP/DYNC1LI1/IK/BIRC5/ZW10/ESPL1/CENPF/NDC80/BUB3/SPC25/GEN1",20
"GO:0008033","GO:0008033","tRNA processing","33/1840","134/18870",4.34647098469454e-07,2.49123750214584e-05,2.18817502741818e-05,"KARS1/TYW3/POP1/DUS3L/THADA/NAT10/ELAC2/TRMT1/THG1L/WDR6/POP4/PRORP/TRMT2B/RPP21/PNPT1/RTCB/RPP30/WDR4/AKT1/TRMT61A/LSM6/TRMU/TRUB2/QTRT1/URM1/QTRT2/HSD17B10/DUS1L/RPUSD4/DDX1/METTL1/PUS1/FAM98A",33
"GO:0010833","GO:0010833","telomere maintenance via telomere lengthening","24/1840","81/18870",4.44307630528069e-07,2.49567596067616e-05,2.19207354135269e-05,"HSP90AB1/TERF1/HNRNPA1/HNRNPA2B1/CCT3/PIF1/NAT10/EXOSC10/NHP2/HSP90AA1/SMG5/CCT5/HNRNPC/CCT6A/NEK2/XRCC5/RTEL1/GNL3L/CCT7/DKC1/TEN1/TELO2/CTNNB1/CCT2",24
"GO:0051304","GO:0051304","chromosome separation","24/1840","81/18870",4.44307630528069e-07,2.49567596067616e-05,2.19207354135269e-05,"CCNB1/CDC20/CDCA8/PLK1/BUB1/UBE2C/PPP2R1A/ANAPC7/MAD1L1/DLGAP5/INCENP/DYNC1LI1/IK/BIRC5/NCAPG2/ZW10/ESPL1/CENPF/NDC80/BUB3/PLSCR1/SPC25/SMARCAD1/GEN1",24
"GO:0009451","GO:0009451","RNA modification","40/1840","180/18870",5.20100833757933e-07,2.89248156754288e-05,2.5406071993991e-05,"MEPCE/TYW3/DUS3L/THADA/NAT10/TRMT1/NHP2/THG1L/WDR6/SNRPF/TRMT2B/EMG1/WDR4/BUD23/TSR3/ALKBH3/AKT1/TRMT61A/HNRNPAB/NSUN4/TRMU/TRUB2/DKC1/QTRT1/URM1/QTRT2/ADAR/METTL3/HSD17B10/VIRMA/DUS1L/RPUSD4/RBM15/ZC3H13/METTL1/PUS1/NOP2/CMTR2/ALKBH5/LARP7",40
"GO:0042176","GO:0042176","regulation of protein catabolic process","66/1840","364/18870",5.26540415429812e-07,2.89958579751888e-05,2.54684719000983e-05,"USP5/CAV1/VCP/AURKA/CDC20/PSMC1/PHB1/PLK1/SERPINE2/HSP90AB1/PSMC6/PRICKLE1/PSMC4/PSMD14/PSMD3/PSMC5/PSMD2/PSMC3/ZFAND2A/HFE/PSMD1/RBX1/FAM83D/MSN/HSPBP1/CUL4A/UBR3/HGS/ODC1/BCAP31/PSMC2/CHMP6/HSP90AA1/ANXA2/KEAP1/PBK/PSME2/TLK2/RHBDD3/PSMD10/BAG2/AKT1/USP14/PSMF1/COMMD1/DCAF1/CCAR2/TRIM39/FLNA/EZR/DDRGK1/SF3B3/NUDT15/ARAF/CST3/CSNK1D/VPS35/UBQLN1/TAF9/UBQLN2/RILP/PSME3IP1/PHF20L1/LRRK2/HECTD1/HSPA1A",66
"GO:0050684","GO:0050684","regulation of mRNA processing","32/1840","129/18870",5.42987002421823e-07,2.92715317462041e-05,2.57106095770281e-05,"RBM3/RBM8A/HNRNPA1/HNRNPA2B1/WDR77/NCL/HNRNPL/RBM42/PTBP1/U2AF2/RBM5/PUF60/PRPF19/KHDRBS1/SRSF3/SF3B4/DYRK1A/MAGOH/PRDX6/SRSF6/PRMT5/HSPA8/MAGOHB/SON/RBM15/SFSWAP/ZC3H14/RBFOX2/CIRBP/CDK11B/LARP7/RBM39",32
"GO:0032200","GO:0032200","telomere organization","41/1840","187/18870",5.49721686826977e-07,2.92715317462041e-05,2.57106095770281e-05,"HSP90AB1/TERF1/HNRNPA1/HNRNPA2B1/CCT3/MCRS1/PIF1/NAT10/UPF1/EXOSC10/NHP2/NBN/PML/HSP90AA1/SMG5/CCT5/HNRNPD/HNRNPC/XRCC6/CCT6A/ACTR8/NEK2/XRCC5/RTEL1/GNL3L/WRN/TFIP11/RUVBL2/CCT7/DKC1/RUVBL1/INO80E/TEN1/INO80/TELO2/INO80D/INO80B/TFPT/PARP3/CTNNB1/CCT2",41
"GO:0098727","GO:0098727","maintenance of cell number","41/1840","187/18870",5.49721686826977e-07,2.92715317462041e-05,2.57106095770281e-05,"PHF19/EIF4ENIF1/SMARCD1/HMGA2/SS18/CUL4A/TEAD4/IGF2BP1/YAP1/NOTCH1/TAF6L/BCL9L/KDM2B/KDM3A/ARID1A/ASPM/HNF1B/TRIM8/FANCD2/ZHX2/SMARCB1/ACTB/MMP24/SAP130/LDB1/DDX6/ZFP36L2/METTL3/TAF5L/ZC3H13/BRD9/MED6/JAG1/NIPBL/CNOT1/BCL7B/CNOT2/SAP30L/DPF2/CTNNB1/BRMS1",41
"GO:1903312","GO:1903312","negative regulation of mRNA metabolic process","27/1840","99/18870",5.52391377086991e-07,2.92715317462041e-05,2.57106095770281e-05,"PKP3/EIF4ENIF1/HNRNPA2B1/PAIP1/RBM42/MYD88/IGF2BP1/FUS/PTBP1/U2AF2/CSDE1/HNRNPD/HNRNPC/DYRK1A/SRSF6/YBX1/LARP1/IREB2/SYNCRIP/HNRNPAB/ANGEL2/NRDE2/SFSWAP/NBAS/ZC3H14/UPF3A/CIRBP",27
"GO:0090307","GO:0090307","mitotic spindle assembly","22/1840","71/18870",5.66548453495029e-07,2.96203035283581e-05,2.60169527913223e-05,"CDC20/CDCA8/PLK1/PRICKLE1/KIF4A/CHMP3/KPNB1/CHMP6/KIF23/STAG1/TPX2/RACGAP1/INCENP/NEK2/BIRC5/POLDIP2/AAAS/FLNA/CHMP4B/CEP97/CHMP4C/HSPA1A",22
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","30/1840","117/18870",5.69519811476353e-07,2.96203035283581e-05,2.60169527913223e-05,"EXOC7/CDCA8/KIF20A/PLK1/KIF4A/LZTS2/CHMP3/CHMP6/KIF23/RHOC/CFL1/DCTN3/EXOC3/RACGAP1/INCENP/RASA1/PDCD6IP/BIRC5/CIT/POLDIP2/ZFYVE26/ESPL1/CHMP4B/SON/STMN1/ARF1/CHMP4C/PLEC/ACTR3/CENPA",30
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","49/1840","243/18870",6.58854047290875e-07,3.39521392993839e-05,2.98218147721133e-05,"PARP10/CAV1/VCP/CDC20/NMI/PLK1/HSP90AB1/PRICKLE1/SPHK1/UBE2C/DTX3L/RBX1/UBE2L3/HSPBP1/TCF25/SKP1/PEF1/U2AF2/HSP90AA1/PHF23/TRIM21/DNAJA1/DCUN1D5/PPIA/CENPX/TGFBR1/DERL1/COPS9/PSMD10/BAG2/GNL3L/AKT1/PIAS4/COMMD1/TRAF6/AIMP2/PRKCE/DCUN1D4/COPS3/BEX3/MUL1/UBQLN1/COPS5/LRRK2/TRIM44/HSPA1A/SPRY2/CTNNB1/UBE2I",49
"GO:1904356","GO:1904356","regulation of telomere maintenance via telomere lengthening","20/1840","61/18870",6.68622459029895e-07,3.41422941124629e-05,2.99888369901734e-05,"TERF1/HNRNPA1/HNRNPA2B1/CCT3/PIF1/NAT10/EXOSC10/SMG5/CCT5/HNRNPC/CCT6A/NEK2/XRCC5/RTEL1/GNL3L/CCT7/DKC1/TEN1/CTNNB1/CCT2",20
